student_course_year_semester_week_intervention,student_course_year_semester_week,student_id,reason_id,intervention_id,intervention_current_status,intervention_assignee,week_date_beginning,date_closed,intervention_age,current_week
25412_708551_2016_S1C_01_I39,25412_708551_2016_S1C_01,25412,R22,I39,Closed,walter silva,"Monday, 29 February 2016","Tuesday, 5 April 2016",36,
25414_292691_2016_S1C_01_I30,25414_292691_2016_S1C_01,25414,R09,I30,Closed,audrina meyers,"Monday, 29 February 2016","Sunday, 6 March 2016",6,
25414_292691_2016_S1C_01_I31,25414_292691_2016_S1C_01,25414,R09,I31,Closed,bennett herring,"Monday, 29 February 2016","Saturday, 2 April 2016",33,
25414_292691_2016_S1C_01_I32,25414_292691_2016_S1C_01,25414,R09,I32,Closed,ronan cooper,"Monday, 29 February 2016","Thursday, 24 March 2016",24,
25414_292691_2016_S1C_01_I40,25414_292691_2016_S1C_01,25414,R09,I40,Closed,ronan cooper,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
25414_97518_2016_S1C_01_I33,25414_97518_2016_S1C_01,25414,R01,I33,Open,memphis blake,"Monday, 29 February 2016",,35,
25418_702065_2016_S1C_01_I33,25418_702065_2016_S1C_01,25418,R01,I33,Closed,soren shaffer,"Monday, 29 February 2016","Friday, 4 March 2016",4,
25418_702065_2016_S1C_01_I39,25418_702065_2016_S1C_01,25418,R22,I39,Closed,amaya reynolds,"Monday, 29 February 2016","Friday, 18 March 2016",18,
25427_1318546_2016_S1C_01_I30,25427_1318546_2016_S1C_01,25427,R09,I30,Closed,jalen david,"Monday, 29 February 2016","Sunday, 3 April 2016",34,
25427_1318546_2016_S1C_01_I31,25427_1318546_2016_S1C_01,25427,R09,I31,Closed,rivka tucker,"Monday, 29 February 2016","Monday, 14 March 2016",14,
25427_1318546_2016_S1C_01_I32,25427_1318546_2016_S1C_01,25427,R09,I32,Closed,dustin christian,"Monday, 29 February 2016","Tuesday, 22 March 2016",22,
25427_1318546_2016_S1C_01_I40,25427_1318546_2016_S1C_01,25427,R09,I40,Closed,annabella golden,"Monday, 29 February 2016","Thursday, 3 March 2016",3,
25427_835470_2016_S1C_01_I33,25427_835470_2016_S1C_01,25427,R01,I33,Closed,anahi simpson,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
2544_318727_2016_S1C_01_I33,2544_318727_2016_S1C_01,2544,R36,I33,Closed,naomi ochoa,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
25447_1253587_2016_S1C_01_I33,25447_1253587_2016_S1C_01,25447,R01,I33,Closed,annabella golden,"Monday, 29 February 2016","Friday, 1 April 2016",32,
25447_1253587_2016_S1C_01_I39,25447_1253587_2016_S1C_01,25447,R22,I39,Closed,amiya richmond,"Monday, 29 February 2016","Sunday, 3 April 2016",34,
25447_831665_2016_S1C_01_I30,25447_831665_2016_S1C_01,25447,R09,I30,Closed,elyse reyes,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
25447_831665_2016_S1C_01_I31,25447_831665_2016_S1C_01,25447,R09,I31,Closed,naomi ochoa,"Monday, 29 February 2016","Wednesday, 30 March 2016",30,
25447_831665_2016_S1C_01_I32,25447_831665_2016_S1C_01,25447,R09,I32,Open,annabella golden,"Monday, 29 February 2016",,35,
25447_831665_2016_S1C_01_I40,25447_831665_2016_S1C_01,25447,R09,I40,Closed,kaden talley,"Monday, 29 February 2016","Tuesday, 1 March 2016",1,
25451_15676_2016_S1C_01_I33,25451_15676_2016_S1C_01,25451,R01,I33,Closed,tony reynolds,"Monday, 29 February 2016","Monday, 29 February 2016",0,
25451_532520_2016_S1C_04_I39,25451_532520_2016_S1C_04,25451,R22,I39,Closed,frankie malone,"Monday, 21 March 2016","Thursday, 7 April 2016",17,
25455_504766_2016_S1C_01_I39,25455_504766_2016_S1C_01,25455,R22,I39,Closed,valeria ayers,"Monday, 29 February 2016","Tuesday, 29 March 2016",29,
25455_532520_2016_S1C_01_I33,25455_532520_2016_S1C_01,25455,R05,I33,Closed,ayanna christensen,"Monday, 29 February 2016","Thursday, 17 March 2016",17,
25455_532520_2016_S1C_05_I30,25455_532520_2016_S1C_05,25455,R25,I30,Closed,amaya reynolds,"Monday, 28 March 2016","Wednesday, 27 April 2016",30,
25455_532520_2016_S1C_05_I31,25455_532520_2016_S1C_05,25455,R25,I31,Closed,skyla ballard,"Monday, 28 March 2016","Friday, 29 April 2016",32,
25455_532520_2016_S1C_05_I32,25455_532520_2016_S1C_05,25455,R25,I32,Closed,kendall norris,"Monday, 28 March 2016","Friday, 22 April 2016",25,
25455_532520_2016_S1C_05_I40,25455_532520_2016_S1C_05,25455,R25,I40,Closed,ronan cooper,"Monday, 28 March 2016","Monday, 11 April 2016",14,
25459_771581_2016_S1C_01_I33,25459_771581_2016_S1C_01,25459,R36,I33,Closed,natalie dale,"Monday, 29 February 2016","Sunday, 13 March 2016",13,
25459_771581_2016_S1C_01_I39,25459_771581_2016_S1C_01,25459,R22,I39,Closed,memphis blake,"Monday, 29 February 2016","Wednesday, 16 March 2016",16,
25471_97518_2016_S1C_01_I30,25471_97518_2016_S1C_01,25471,R09,I30,Closed,joe flynn,"Monday, 29 February 2016","Monday, 28 March 2016",28,
25471_97518_2016_S1C_01_I31,25471_97518_2016_S1C_01,25471,R09,I31,Closed,keyla randolph,"Monday, 29 February 2016","Monday, 29 February 2016",0,
25471_97518_2016_S1C_01_I32,25471_97518_2016_S1C_01,25471,R09,I32,Open,walter silva,"Monday, 29 February 2016",,35,
25471_97518_2016_S1C_01_I33,25471_97518_2016_S1C_01,25471,R36,I33,Closed,braydon mcintosh,"Monday, 29 February 2016","Tuesday, 1 March 2016",1,
25471_97518_2016_S1C_01_I40,25471_97518_2016_S1C_01,25471,R09,I40,Closed,elyse reyes,"Monday, 29 February 2016","Thursday, 10 March 2016",10,
25489_532520_2016_S1C_01_I33,25489_532520_2016_S1C_01,25489,R36,I33,Closed,siena cochran,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
25489_532520_2016_S1C_01_I39,25489_532520_2016_S1C_01,25489,R22,I39,Closed,tony reynolds,"Monday, 29 February 2016","Sunday, 20 March 2016",20,
25490_1009222_2016_S1C_01_I33,25490_1009222_2016_S1C_01,25490,R36,I33,Closed,annabella golden,"Monday, 29 February 2016","Wednesday, 23 March 2016",23,
25493_1071299_2016_S1C_01_I33,25493_1071299_2016_S1C_01,25493,R36,I33,Closed,valeria ayers,"Monday, 29 February 2016","Thursday, 17 March 2016",17,
25493_1071299_2016_S1C_01_I39,25493_1071299_2016_S1C_01,25493,R22,I39,Closed,zoey yates,"Monday, 29 February 2016","Wednesday, 23 March 2016",23,
25493_97518_2016_S1C_01_I30,25493_97518_2016_S1C_01,25493,R09,I30,Closed,skyla ballard,"Monday, 29 February 2016","Tuesday, 8 March 2016",8,
25493_97518_2016_S1C_01_I31,25493_97518_2016_S1C_01,25493,R09,I31,Closed,kaden talley,"Monday, 29 February 2016","Friday, 4 March 2016",4,
25493_97518_2016_S1C_01_I32,25493_97518_2016_S1C_01,25493,R09,I32,Closed,demarcus klein,"Monday, 29 February 2016","Sunday, 3 April 2016",34,
25493_97518_2016_S1C_01_I40,25493_97518_2016_S1C_01,25493,R09,I40,Closed,bennett herring,"Monday, 29 February 2016","Monday, 7 March 2016",7,
25498_862116_2016_S1C_01_I33,25498_862116_2016_S1C_01,25498,R01,I33,Closed,soren shaffer,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
25498_862116_2016_S1C_01_I39,25498_862116_2016_S1C_01,25498,R22,I39,Closed,jalen david,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
25499_97518_2016_S1C_01_I33,25499_97518_2016_S1C_01,25499,R01,I33,Closed,hallie matthews,"Monday, 29 February 2016","Saturday, 26 March 2016",26,
25499_97518_2016_S1C_01_I39,25499_97518_2016_S1C_01,25499,R22,I39,Open,mila perry,"Monday, 29 February 2016",,35,
25504_312546_2016_S1C_01_I30,25504_312546_2016_S1C_01,25504,R09,I30,Closed,walter silva,"Monday, 29 February 2016","Wednesday, 9 March 2016",9,
25504_312546_2016_S1C_01_I31,25504_312546_2016_S1C_01,25504,R09,I31,Closed,amiyah franks,"Monday, 29 February 2016","Sunday, 6 March 2016",6,
25504_312546_2016_S1C_01_I32,25504_312546_2016_S1C_01,25504,R09,I32,Closed,demarcus klein,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
25504_312546_2016_S1C_01_I33,25504_312546_2016_S1C_01,25504,R01,I33,Closed,zoey yates,"Monday, 29 February 2016","Saturday, 26 March 2016",26,
25504_312546_2016_S1C_01_I40,25504_312546_2016_S1C_01,25504,R09,I40,Closed,ronan cooper,"Monday, 29 February 2016","Friday, 11 March 2016",11,
25507_295143_2016_S1C_01_I33,25507_295143_2016_S1C_01,25507,R36,I33,Closed,mila perry,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
25507_295143_2016_S1C_02_I30,25507_295143_2016_S1C_02,25507,R25,I30,Closed,brennen payne,"Monday, 7 March 2016","Thursday, 24 March 2016",17,
25507_295143_2016_S1C_02_I31,25507_295143_2016_S1C_02,25507,R25,I31,Open,damaris myers,"Monday, 7 March 2016",,28,
25507_295143_2016_S1C_02_I32,25507_295143_2016_S1C_02,25507,R25,I32,Closed,marc lopez,"Monday, 7 March 2016","Sunday, 27 March 2016",20,
25507_295143_2016_S1C_02_I40,25507_295143_2016_S1C_02,25507,R25,I40,Closed,amiya richmond,"Monday, 7 March 2016","Saturday, 12 March 2016",5,
25511_295143_2016_S1C_01_I30,25511_295143_2016_S1C_01,25511,R09,I30,Closed,valeria ayers,"Monday, 29 February 2016","Friday, 11 March 2016",11,
25511_295143_2016_S1C_01_I31,25511_295143_2016_S1C_01,25511,R09,I31,Closed,demarcus klein,"Monday, 29 February 2016","Thursday, 10 March 2016",10,
25511_295143_2016_S1C_01_I32,25511_295143_2016_S1C_01,25511,R09,I32,Closed,marc lopez,"Monday, 29 February 2016","Thursday, 17 March 2016",17,
25511_295143_2016_S1C_01_I40,25511_295143_2016_S1C_01,25511,R09,I40,Open,kendall norris,"Monday, 29 February 2016",,35,
25511_379921_2016_S1C_01_I33,25511_379921_2016_S1C_01,25511,R36,I33,Closed,rivka tucker,"Monday, 29 February 2016","Friday, 11 March 2016",11,
25512_1377597_2016_S1C_01_I33,25512_1377597_2016_S1C_01,25512,R23,I33,Closed,skyla ballard,"Monday, 29 February 2016","Sunday, 6 March 2016",6,
25514_1075712_2016_S1C_02_I39,25514_1075712_2016_S1C_02,25514,R22,I39,Closed,demarcus klein,"Monday, 7 March 2016","Sunday, 20 March 2016",13,
25514_1451858_2016_S1C_01_I30,25514_1451858_2016_S1C_01,25514,R09,I30,Open,eli flynn,"Monday, 29 February 2016",,35,
25514_1451858_2016_S1C_01_I31,25514_1451858_2016_S1C_01,25514,R09,I31,Closed,elyse reyes,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
25514_1451858_2016_S1C_01_I32,25514_1451858_2016_S1C_01,25514,R09,I32,Closed,thalia mckee,"Monday, 29 February 2016","Wednesday, 9 March 2016",9,
25514_1451858_2016_S1C_01_I33,25514_1451858_2016_S1C_01,25514,R01,I33,Closed,jalen david,"Monday, 29 February 2016","Monday, 28 March 2016",28,
25514_1451858_2016_S1C_01_I40,25514_1451858_2016_S1C_01,25514,R09,I40,Closed,eli flynn,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
25515_1072411_2016_S1C_01_I33,25515_1072411_2016_S1C_01,25515,R36,I33,Closed,valeria ayers,"Monday, 29 February 2016","Tuesday, 29 March 2016",29,
25515_295143_2016_S1C_01_I31,25515_295143_2016_S1C_01,25515,R09,I31,Open,demarcus klein,"Monday, 29 February 2016",,35,
25515_295143_2016_S1C_01_I32,25515_295143_2016_S1C_01,25515,R09,I32,Closed,siena cochran,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
25515_371564_2016_S1C_01_I30,25515_371564_2016_S1C_01,25515,R09,I30,Closed,siena cochran,"Monday, 29 February 2016","Thursday, 10 March 2016",10,
25515_371564_2016_S1C_01_I40,25515_371564_2016_S1C_01,25515,R09,I40,Closed,ronan cooper,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
25521_13202_2016_S1C_01_I33,25521_13202_2016_S1C_01,25521,R36,I33,Closed,skyla ballard,"Monday, 29 February 2016","Monday, 28 March 2016",28,
25523_533187_2016_S1C_01_I33,25523_533187_2016_S1C_01,25523,R36,I33,Closed,kaden talley,"Monday, 29 February 2016","Sunday, 6 March 2016",6,
25526_295143_2016_S1C_01_I30,25526_295143_2016_S1C_01,25526,R09,I30,Closed,amiya richmond,"Monday, 29 February 2016","Thursday, 7 April 2016",38,
25526_295143_2016_S1C_01_I31,25526_295143_2016_S1C_01,25526,R09,I31,Open,natalie dale,"Monday, 29 February 2016",,35,
25526_295143_2016_S1C_01_I32,25526_295143_2016_S1C_01,25526,R09,I32,Closed,skyla ballard,"Monday, 29 February 2016","Monday, 14 March 2016",14,
25526_295143_2016_S1C_01_I33,25526_295143_2016_S1C_01,25526,R36,I33,Closed,natalie dale,"Monday, 29 February 2016","Tuesday, 22 March 2016",22,
25526_295143_2016_S1C_01_I40,25526_295143_2016_S1C_01,25526,R09,I40,Closed,demarcus klein,"Monday, 29 February 2016","Thursday, 24 March 2016",24,
25529_512263_2016_S1C_01_I33,25529_512263_2016_S1C_01,25529,R36,I33,Closed,hallie matthews,"Monday, 29 February 2016","Thursday, 7 April 2016",38,
25529_512263_2016_S1C_01_I39,25529_512263_2016_S1C_01,25529,R22,I39,Open,zoe duran,"Monday, 29 February 2016",,35,
25533_98266_2016_S1C_01_I33,25533_98266_2016_S1C_01,25533,R01,I33,Closed,bennett herring,"Monday, 29 February 2016","Thursday, 10 March 2016",10,
25533_98266_2016_S1C_01_I39,25533_98266_2016_S1C_01,25533,R22,I39,Closed,demarcus klein,"Monday, 29 February 2016","Monday, 4 April 2016",35,
25549_1312726_2016_S1C_01_I30,25549_1312726_2016_S1C_01,25549,R09,I30,Closed,scott bass,"Monday, 29 February 2016","Thursday, 7 April 2016",38,
25549_1312726_2016_S1C_01_I31,25549_1312726_2016_S1C_01,25549,R09,I31,Closed,kendall norris,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
25549_1312726_2016_S1C_01_I32,25549_1312726_2016_S1C_01,25549,R09,I32,Closed,annabella golden,"Monday, 29 February 2016","Sunday, 6 March 2016",6,
25549_1312726_2016_S1C_01_I33,25549_1312726_2016_S1C_01,25549,R36,I33,Closed,braydon mcintosh,"Monday, 29 February 2016","Monday, 4 April 2016",35,
25549_1312726_2016_S1C_01_I40,25549_1312726_2016_S1C_01,25549,R09,I40,Closed,hallie matthews,"Monday, 29 February 2016","Tuesday, 8 March 2016",8,
25552_512263_2016_S1C_01_I33,25552_512263_2016_S1C_01,25552,R36,I33,Closed,dustin christian,"Monday, 29 February 2016","Wednesday, 23 March 2016",23,
25552_512263_2016_S1C_01_I39,25552_512263_2016_S1C_01,25552,R22,I39,Closed,jayden sears,"Monday, 29 February 2016","Friday, 1 April 2016",32,
25567_778635_2016_S1C_01_I33,25567_778635_2016_S1C_01,25567,R36,I33,Closed,siena cochran,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
25567_778635_2016_S1C_01_I39,25567_778635_2016_S1C_01,25567,R22,I39,Closed,keyla randolph,"Monday, 29 February 2016","Wednesday, 6 April 2016",37,
25577_835470_2016_S1C_01_I33,25577_835470_2016_S1C_01,25577,R23,I33,Closed,soren shaffer,"Monday, 29 February 2016","Monday, 7 March 2016",7,
25592_1072411_2016_S1C_01_I33,25592_1072411_2016_S1C_01,25592,R36,I33,Closed,amaya reynolds,"Monday, 29 February 2016","Monday, 4 April 2016",35,
25592_1312726_2016_S1C_01_I40,25592_1312726_2016_S1C_01,25592,R09,I40,Open,miguel joseph,"Monday, 29 February 2016",,35,
25592_371564_2016_S1C_01_I30,25592_371564_2016_S1C_01,25592,R09,I30,Closed,audrina meyers,"Monday, 29 February 2016","Friday, 25 March 2016",25,
25592_371564_2016_S1C_01_I31,25592_371564_2016_S1C_01,25592,R09,I31,Closed,soren shaffer,"Monday, 29 February 2016","Thursday, 3 March 2016",3,
25592_371564_2016_S1C_01_I32,25592_371564_2016_S1C_01,25592,R09,I32,Open,wendy mathews,"Monday, 29 February 2016",,35,
25596_504766_2016_S1C_01_I33,25596_504766_2016_S1C_01,25596,R36,I33,Closed,august bates,"Monday, 29 February 2016","Wednesday, 30 March 2016",30,
25596_532520_2016_S1C_02_I30,25596_532520_2016_S1C_02,25596,R25,I30,Closed,august bates,"Monday, 7 March 2016","Thursday, 31 March 2016",24,
25596_532520_2016_S1C_02_I31,25596_532520_2016_S1C_02,25596,R25,I31,Closed,eli flynn,"Monday, 7 March 2016","Thursday, 24 March 2016",17,
25596_532520_2016_S1C_02_I32,25596_532520_2016_S1C_02,25596,R25,I32,Closed,annabella golden,"Monday, 7 March 2016","Saturday, 2 April 2016",26,
25596_532520_2016_S1C_02_I40,25596_532520_2016_S1C_02,25596,R25,I40,Closed,natalie dale,"Monday, 7 March 2016","Friday, 11 March 2016",4,
25605_1279126_2016_S1C_01_I33,25605_1279126_2016_S1C_01,25605,R36,I33,Closed,chris lyons,"Monday, 29 February 2016","Tuesday, 5 April 2016",36,
25607_1279126_2016_S1C_01_I32,25607_1279126_2016_S1C_01,25607,R09,I32,Open,kendall norris,"Monday, 29 February 2016",,35,
25607_1279126_2016_S1C_01_I33,25607_1279126_2016_S1C_01,25607,R36,I33,Closed,sabrina dawson,"Monday, 29 February 2016","Saturday, 19 March 2016",19,
25607_1279126_2016_S1C_01_I40,25607_1279126_2016_S1C_01,25607,R09,I40,Open,jalen david,"Monday, 29 February 2016",,35,
25607_295717_2016_S1C_01_I30,25607_295717_2016_S1C_01,25607,R09,I30,Closed,natalie dale,"Monday, 29 February 2016","Sunday, 3 April 2016",34,
25607_295717_2016_S1C_01_I31,25607_295717_2016_S1C_01,25607,R09,I31,Open,marc lopez,"Monday, 29 February 2016",,35,
25610_1054985_2016_S1C_01_I33,25610_1054985_2016_S1C_01,25610,R36,I33,Closed,braydon mcintosh,"Monday, 29 February 2016","Monday, 28 March 2016",28,
25610_1054985_2016_S1C_01_I39,25610_1054985_2016_S1C_01,25610,R22,I39,Closed,anahi simpson,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
25628_312853_2016_S1C_01_I33,25628_312853_2016_S1C_01,25628,R01,I33,Closed,zoey yates,"Monday, 29 February 2016","Thursday, 24 March 2016",24,
25634_507639_2016_S1C_01_I33,25634_507639_2016_S1C_01,25634,R36,I33,Closed,arianna emerson,"Monday, 29 February 2016","Wednesday, 2 March 2016",2,
25634_512263_2016_S1C_01_I39,25634_512263_2016_S1C_01,25634,R22,I39,Closed,anahi simpson,"Monday, 29 February 2016","Thursday, 31 March 2016",31,
25644_701112_2016_S1C_01_I33,25644_701112_2016_S1C_01,25644,R02,I33,Closed,august bates,"Monday, 29 February 2016","Monday, 28 March 2016",28,
25653_1071111_2016_S1C_01_I33,25653_1071111_2016_S1C_01,25653,R28,I33,Closed,skyla ballard,"Monday, 29 February 2016","Friday, 8 April 2016",39,
25656_321068_2016_S1C_01_I33,25656_321068_2016_S1C_01,25656,R36,I33,Closed,amiyah franks,"Monday, 29 February 2016","Tuesday, 8 March 2016",8,
25657_321068_2016_S1C_01_I39,25657_321068_2016_S1C_01,25657,R22,I39,Closed,miguel joseph,"Monday, 29 February 2016","Thursday, 7 April 2016",38,
25657_324706_2016_S1C_01_I33,25657_324706_2016_S1C_01,25657,R36,I33,Closed,hallie matthews,"Monday, 29 February 2016","Saturday, 2 April 2016",33,
25659_537816_2016_S1C_01_I33,25659_537816_2016_S1C_01,25659,R36,I33,Closed,damaris myers,"Monday, 29 February 2016","Wednesday, 16 March 2016",16,
25659_537816_2016_S1C_01_I39,25659_537816_2016_S1C_01,25659,R22,I39,Closed,wendy mathews,"Monday, 29 February 2016","Wednesday, 9 March 2016",9,
25665_1008265_2016_S1C_01_I33,25665_1008265_2016_S1C_01,25665,R01,I33,Open,august bates,"Monday, 29 February 2016",,35,
25665_1008265_2016_S1C_01_I39,25665_1008265_2016_S1C_01,25665,R22,I39,Closed,anastasia crawford,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
25668_1312726_2016_S1C_01_I33,25668_1312726_2016_S1C_01,25668,R36,I33,Closed,walter silva,"Monday, 29 February 2016","Friday, 8 April 2016",39,
25668_1312726_2016_S1C_03_I30,25668_1312726_2016_S1C_03,25668,R25,I30,Closed,amiyah franks,"Monday, 14 March 2016","Saturday, 19 March 2016",5,
25668_1312726_2016_S1C_03_I31,25668_1312726_2016_S1C_03,25668,R25,I31,Closed,zoey yates,"Monday, 14 March 2016","Sunday, 20 March 2016",6,
25668_1312726_2016_S1C_03_I32,25668_1312726_2016_S1C_03,25668,R25,I32,Closed,chris lyons,"Monday, 14 March 2016","Monday, 4 April 2016",21,
25668_1312726_2016_S1C_03_I40,25668_1312726_2016_S1C_03,25668,R25,I40,Closed,joe flynn,"Monday, 14 March 2016","Wednesday, 30 March 2016",16,
25668_1379979_2016_S1C_03_I39,25668_1379979_2016_S1C_03,25668,R22,I39,Closed,miguel joseph,"Monday, 14 March 2016","Monday, 11 April 2016",28,
25670_512263_2016_S1C_01_I33,25670_512263_2016_S1C_01,25670,R36,I33,Closed,damaris myers,"Monday, 29 February 2016","Tuesday, 29 March 2016",29,
25670_512263_2016_S1C_01_I39,25670_512263_2016_S1C_01,25670,R22,I39,Closed,sabrina dawson,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
25678_1497586_2016_S1C_01_I33,25678_1497586_2016_S1C_01,25678,R36,I33,Closed,anastasia crawford,"Monday, 29 February 2016","Friday, 11 March 2016",11,
25678_1497586_2016_S1C_01_I39,25678_1497586_2016_S1C_01,25678,R22,I39,Closed,ronan cooper,"Monday, 29 February 2016","Tuesday, 8 March 2016",8,
25682_1054985_2016_S1C_01_I33,25682_1054985_2016_S1C_01,25682,R36,I33,Closed,walter silva,"Monday, 29 February 2016","Saturday, 12 March 2016",12,
25682_1054985_2016_S1C_01_I39,25682_1054985_2016_S1C_01,25682,R22,I39,Closed,rivka tucker,"Monday, 29 February 2016","Wednesday, 9 March 2016",9,
2569_225826_2016_S1C_01_I30,2569_225826_2016_S1C_01,2569,R09,I30,Closed,anastasia crawford,"Monday, 29 February 2016","Tuesday, 15 March 2016",15,
2569_225826_2016_S1C_01_I31,2569_225826_2016_S1C_01,2569,R09,I31,Closed,nathaly howe,"Monday, 29 February 2016","Saturday, 26 March 2016",26,
2569_225826_2016_S1C_01_I32,2569_225826_2016_S1C_01,2569,R09,I32,Closed,ayanna christensen,"Monday, 29 February 2016","Thursday, 24 March 2016",24,
2569_225826_2016_S1C_01_I33,2569_225826_2016_S1C_01,2569,R36,I33,Closed,brennen payne,"Monday, 29 February 2016","Monday, 28 March 2016",28,
2569_225826_2016_S1C_01_I40,2569_225826_2016_S1C_01,2569,R09,I40,Closed,skyla ballard,"Monday, 29 February 2016","Saturday, 26 March 2016",26,
25697_1312726_2016_S1C_01_I30,25697_1312726_2016_S1C_01,25697,R09,I30,Closed,joe flynn,"Monday, 29 February 2016","Monday, 29 February 2016",0,
25697_1312726_2016_S1C_01_I31,25697_1312726_2016_S1C_01,25697,R09,I31,Closed,annabella golden,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
25697_1312726_2016_S1C_01_I32,25697_1312726_2016_S1C_01,25697,R09,I32,Closed,kendall norris,"Monday, 29 February 2016","Thursday, 17 March 2016",17,
25697_1312726_2016_S1C_01_I33,25697_1312726_2016_S1C_01,25697,R36,I33,Open,amiyah franks,"Monday, 29 February 2016",,35,
25697_1312726_2016_S1C_01_I40,25697_1312726_2016_S1C_01,25697,R09,I40,Closed,dustin christian,"Monday, 29 February 2016","Sunday, 13 March 2016",13,
25702_867843_2016_S1C_05_I30,25702_867843_2016_S1C_05,25702,R25,I30,Closed,miguel joseph,"Monday, 28 March 2016","Saturday, 16 April 2016",19,
25702_867843_2016_S1C_05_I31,25702_867843_2016_S1C_05,25702,R25,I31,Closed,soren shaffer,"Monday, 28 March 2016","Wednesday, 30 March 2016",2,
25702_867843_2016_S1C_05_I32,25702_867843_2016_S1C_05,25702,R25,I32,Open,frankie malone,"Monday, 28 March 2016",,7,
25702_867843_2016_S1C_05_I33,25702_867843_2016_S1C_05,25702,R25,I33,Closed,jalen david,"Monday, 28 March 2016","Saturday, 30 April 2016",33,
25702_867843_2016_S1C_05_I40,25702_867843_2016_S1C_05,25702,R25,I40,Closed,keyla randolph,"Monday, 28 March 2016","Saturday, 30 April 2016",33,
2572_507639_2016_S1C_03_I30,2572_507639_2016_S1C_03,2572,R25,I30,Closed,chris lyons,"Monday, 14 March 2016","Friday, 15 April 2016",32,
2572_507639_2016_S1C_03_I31,2572_507639_2016_S1C_03,2572,R25,I31,Closed,demarcus klein,"Monday, 14 March 2016","Sunday, 3 April 2016",20,
2572_507639_2016_S1C_03_I32,2572_507639_2016_S1C_03,2572,R25,I32,Closed,keyla randolph,"Monday, 14 March 2016","Thursday, 17 March 2016",3,
2572_507639_2016_S1C_03_I40,2572_507639_2016_S1C_03,2572,R25,I40,Open,ronan cooper,"Monday, 14 March 2016",,21,
2572_512263_2016_S1C_01_I33,2572_512263_2016_S1C_01,2572,R36,I33,Open,demarcus klein,"Monday, 29 February 2016",,35,
25729_1071299_2016_S1C_01_I33,25729_1071299_2016_S1C_01,25729,R36,I33,Closed,anastasia crawford,"Monday, 29 February 2016","Saturday, 26 March 2016",26,
25729_1312726_2016_S1C_01_I30,25729_1312726_2016_S1C_01,25729,R09,I30,Closed,rivka tucker,"Monday, 29 February 2016","Thursday, 3 March 2016",3,
25729_1312726_2016_S1C_01_I31,25729_1312726_2016_S1C_01,25729,R09,I31,Closed,elyse reyes,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
25729_1312726_2016_S1C_01_I32,25729_1312726_2016_S1C_01,25729,R09,I32,Closed,anastasia crawford,"Monday, 29 February 2016","Sunday, 27 March 2016",27,
25729_1312726_2016_S1C_01_I40,25729_1312726_2016_S1C_01,25729,R09,I40,Closed,elyse reyes,"Monday, 29 February 2016","Monday, 28 March 2016",28,
25731_15676_2016_S1C_01_I33,25731_15676_2016_S1C_01,25731,R36,I33,Closed,audrina meyers,"Monday, 29 February 2016","Tuesday, 22 March 2016",22,
25736_507639_2016_S1C_01_I33,25736_507639_2016_S1C_01,25736,R36,I33,Closed,thalia mckee,"Monday, 29 February 2016","Monday, 14 March 2016",14,
25736_519783_2016_S1C_01_I39,25736_519783_2016_S1C_01,25736,R22,I39,Closed,demarcus klein,"Monday, 29 February 2016","Tuesday, 8 March 2016",8,
25745_507639_2016_S1C_01_I39,25745_507639_2016_S1C_01,25745,R22,I39,Closed,braydon mcintosh,"Monday, 29 February 2016","Friday, 8 April 2016",39,
25745_512263_2016_S1C_01_I33,25745_512263_2016_S1C_01,25745,R36,I33,Open,thalia mckee,"Monday, 29 February 2016",,35,
25751_324025_2016_S1C_01_I33,25751_324025_2016_S1C_01,25751,R36,I33,Closed,hallie matthews,"Monday, 29 February 2016","Sunday, 6 March 2016",6,
25756_1312726_2016_S1C_01_I39,25756_1312726_2016_S1C_01,25756,R22,I39,Closed,kendall norris,"Monday, 29 February 2016","Saturday, 5 March 2016",5,
25756_512263_2016_S1C_01_I33,25756_512263_2016_S1C_01,25756,R36,I33,Open,keyla randolph,"Monday, 29 February 2016",,35,
25761_1256144_2016_S1C_05_I30,25761_1256144_2016_S1C_05,25761,R25,I30,Closed,natalie dale,"Monday, 28 March 2016","Tuesday, 29 March 2016",1,
